"id","groupId","Authors","title","journal","volume","pages","date","bookTitle","note","publisher","editors","institution","tech","address"
"860","3ruby1991a"," Ruby, D., Kibler, D. "," SteppingStone: An empirical and analytical evaluation. ","","","",""," In Proceedings of the Ninth National Conference on Artificial Intelligence. ",""," AAAI Press/The Mit Press. ","","",""," Menlo Park, CA: "
"861","3ruby1991a"," Ruby, D., Kibler, D. "," SteppingStone: An empirical and analytical evaluation. ","","","",""," Proceedings of the Ninth National Conference on Artificial Intelligence. ",""," Morgan Kaufmann. ","","",""," Los Altos, CA: "
"862","3ruby1992"," Ruby, D., and Kibler, D. "," Learning episodes for optimization. ","",""," 379-384. ",""," In Machine Learning : proceedings of the Ninth International Workshop (ML92), ","","","","","",""
"863","3ruby1992"," David Ruby and Dennis Kibler. "," Learning Episodes for Optimization. ","",""," pages 379-384, ",""," In Machine Learning : proceedings of the Ninth International Workshop (ML92), ","","","","","",""
"864","3ruby1992"," David Ruby and Dennis Kibler. "," Learning Episodes for Optimization. ","",""," pages 379-384, ",""," In Machine Learning : proceedings of the Ninth International Workshop (ML92), ","","","","","",""
"865","3ruby1992"," David Ruby and Dennis Kibler. "," Learning episodes for optimization. ","",""," pages 379-384, ",""," In Machine Learning : proceedings of the Ninth International Workshop (ML92), ","","","","","",""
"866","3rudy1992"," Rudy, D., Kibler, D. "," Learning episodes for optimization. ","","","",""," Proceedings of the Ninth International Conference on Machine Learning, ",""," Morgan Kaufmann. ","","","",""
"867","3skiblics1996"," Suzanne Skiblics, Edward J. Klimas, and David A. Thomas. "," Smalltalk with Style. ","","","","","",""," Prentice-Hall, ","","","",""
"868","3standish1976"," T. A. Standish, D. C. Harriman, D. F. Kibler, and J. M. Neighbors, "," The Irvine Program Transformation Catalogue, ","","","","","","","",""," Department of Information and Computer Science, University of California, Irvine, ","",""
"869","3webber1994"," Townsend-Webber, T. & Kibler, D. "," Instance-based prediction of continuous values. ","","","",""," AAAI Workshop on Case-based Reasoning. ","","","","","",""
"870","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","",""," (pp. 30-35). ",""," Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning ",""," AAAI. ","","",""," Seattle, WA: "
"871","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","","","  (pp. 30-35). ",""," Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning",""," AAAI. ","","",""," Seattle, WA: "
"872","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","","","  (pp. 30-35). ",""," Working Notes of the AAAI94 Workshop on Case-Based Reasoning",""," AAAI Press. ","","",""," Seattle, WA: "
"873","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","",""," pp.30-35. ",""," Working Notes of the AAAI94 Workshop on Case-Based Reasoning",""," AAAI Press. ","","",""," Seattle, WA: "
"874","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","","","  pp. 30-35 ",""," Working Notes of the AAAI94 Workshop on Case-Based Reasoning",""," AAAI Press. ","","",""," Seattle, WA: "
"875","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","",""," pp. 30-35 ",""," Working Notes of the AAAI94 Workshop on Case-Based Reasoning ",""," AAAI Press. ","","",""," Seattle, WA: "
"876","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","",""," pp. 30-35",""," Working Notes of the AAAI94 Workshop on Case-Based Reasoning ",""," AAAI Press. ","","",""," Seattle, WA: "
"877","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","","","  pp. 30-35 ",""," Working Notes of the AAAI94 Workshop on Case-Based Reasoning",""," AAAI Press. ","","",""," Seattle, WA: "
"878","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","","","",""," Case-Based Reasoning: Papers from the 1994 Workshop",""," AAAI Press. "," In D. W. Aha (Ed.), ","",""," Menlo Park, CA: "
"879","3weber1994"," Townsend-Weber, T., & Kibler, D. "," Instance-based prediction of continuous values. ","","","",""," Case-Based Reasoning: Papers from the 1994 Workshop ",""," AAAI Press. "," In D. W. Aha (Ed.), ","",""," Menlo Park, CA: "
"880","3aha1987"," Aha, D. and Kibler, D. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","",""," pages 24-30, ",""," In Proceedings of the Fourth International Conference on Machine Learning, ",""," Morgan Kaufmann. ","","",""," U. C. Irvine,  CA, "
"881","3aha1987"," Aha, D. and Kibler, D. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","",""," pages 24-30, ",""," In Proceedings of the Fourth International Conference on Machine Learning, ",""," Morgan Kaufmann. ","","",""," U. C. Irvine,  CA,"
"882","3aha1987"," Aha, D. and Kibler, D. "," Learning Representative Exemplars of Concepts: An Initial Case Study. ","",""," pages 24-30, ",""," In Proceedings of the Fourth International Conference on Machine Learning, ",""," Morgan Kaufmann. ","","",""," U. C. Irvine,  CA,"
"883","3aha1987"," D. Kibler and D. W. Aha. "," Learning representative exemplars of concepts: An initial case study. ","",""," pages 24-30, ",""," In Proceedings of the Fourth International Workshop on Machine Learning, ",""," Morgan Kaufmann. ","","",""," Irvine, CA, "
"884","3aha1987"," D. Kibler and D.W. Aha, "," Learning representative examples of concepts: an initial case study. ","",""," 24-30. ",""," Proceedings of the Fourth International Workshop on Machine Learning, ",""," Morgan Kaufmann, ","","",""," Irvine, CA: "
"885","3aha1987"," Dennis Kibler and David W. Aha. "," Learning representative exemplars of concepts: an initial case study. In P. Langley, editor, ","","","",""," Proc. 4th International Workshop on Machine Learning, ",""," Kaufmann, ","","",""," Ca, "
"886","3kibler1988a"," D. Kibler and D. W. Aha, "," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ","","","",""," Proceedings of 3rd European Working Session on Learning, ",""," Pitman, ","","","",""
"887","3kibler1988a"," D. Kibler and D. W. Aha, "," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ","","","",""," Proceedings of 3rd European Working Session on Learning, ",""," Pitman, ","","","",""
"888","3kibler1988a"," D. Kibler and D. W. Aha, "," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ","","","",""," Proceedings of 3rd European Working Session on Learning, ",""," Pitman, ","","","",""
"889","3kibler1988a"," D. Kibler and D. W. Aha, "," Comparing Instance Averaging and Instance Filtering Learning Algorithms, ","","","",""," Proceedings of 3rd European Working Session on Learning, ",""," Pitman, ","","","",""
"890","3aha1991 1."," D. Aha, D. Kibler, and M. Albert. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"891","3aha1991 1."," D. Aha, D. Kibler, and M. Albert. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"892","3aha1991 1."," D. Aha, D. Kibler, and M. Albert. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"893","3aha1991 1."," D.W. Aha, D. Kibler, and M.K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"894","3aha1991 2."," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"895","3aha1991 2."," David W. Aha, Dennis Kibler, and Mark K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"896","3aha1991 2."," David W. Aha, Dennis Kibler, and Mark K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"897","3aha1991"," Aha, D. W., D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 7 "," 37-66. ","","","","","","","",""
"898","3aha1991"," Aha, D. W., D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning"," 6: "," 37-66. ","","","","","","","",""
"899","3aha1991"," Aha, D. W., D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning"," 6: "," 37-66. ","","","","","","","",""
"900","3aha1991"," Aha, D. W., Kibler, D. & Albert, M. K. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"901","3aha1991"," Aha, D. W., Kibler, D. & Albert, M. K. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"902","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"903","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"904","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66. ","","","","","","","",""
"905","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66. ","","","","","","","",""
"906","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66. ","","","","","","","",""
"907","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6, "," 37-66. ","","","","","","","",""
"908","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66. ","","","","","","","",""
"909","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66. ","","","","","","","",""
"910","3aha1991"," Aha, D. W., Kibler, D., and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66. ","","","","","","","",""
"911","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based Learning Algorithms. "," Machine Learning"," 6 "," 37-66. ","","","","","","","",""
"912","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning ","6 "," 37-66. ","","","","","","","",""
"913","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning"," 6 "," 37-66. ","","","","","","","",""
"914","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning ","6 "," 37-66. ","","","","","","","",""
"915","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning"," 6 "," 37-66. ","","","","","","","",""
"916","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning"," 6(1) "," 37-66. ","","","","","","","",""
"917","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning"," 6(1) "," 37-66. ","","","","","","","",""
"918","3aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning"," 6(1) "," 37-66. ","","","","","","","",""
"919","3aha1991"," Aha, D. W.; Kibler, D.; and, Albert, M. K. "," Instance-based learning algorithms. "," Mac hine Learning ","6:"," 37-66. ","","","","","","","",""
"920","3aha1991"," Aha, D., D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"921","3aha1991"," Aha, D., Kibler, D. and Albert, M. "," Instance-Based Learning Algorithms. "," Machine Learning ","6 "," 37-66. ","","","","","","","",""
"922","3aha1991"," Aha, D., Kibler, D., & Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 6 (1), "," 37-66. ","","","","","","","",""
"923","3aha1991"," Aha, D., Kibler, D., & Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"924","3aha1991"," Aha, D., Kibler, D., & Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"925","3aha1991"," Aha, D., Kibler, D., & Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"926","3aha1991"," Aha, D., Kibler, D., and Albert, M. ","Instance-Based Learning Algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"927","3aha1991"," Aha, D., Kibler, D., and Albert, M. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"928","3aha1991"," Aha, D., Kibler, D., and Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"929","3aha1991"," Aha, D., Kibler, D., and Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66. ","","","","","","","",""
"930","4aha1991"," Aha, D., Kibler, D., and Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 7 "," 37-66. ","","","","","","","",""
"931","4aha1991"," Aha, D.; Kibler, D.; and Albert, M. "," Instance-based learning algorithms. "," Machine Learning ","6 "," 37-66. ","","","","","","","",""
"932","4aha1991"," Aha, D.; Kibler, D.; and Albert, M. "," Instance-based learning algorithms. "," Machine Learning"," 6 "," 37-66. ","","","","","","","",""
"933","4aha1991"," Aha, D.W., Kibler, D., & Albert, M.K.  "," Instance-based learning algorithms, "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"934","4aha1991"," Aha, D.W., Kibler, D., & Albert, M.K.  "," Instance-based learning algorithms, "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"935","4aha1991"," Aha, D.W.; Kibler, D.; and Albert, M.K. "," Instance-based learning algorithms. "," Machine Learning ","6 "," 37-66. ","","","","","","","",""
"936","4aha1991"," D. W. Aha, D. Kibler & M. K. Albert. "," (1991) Instance-based learning algorithms. "," Machine Learning ","6(1) "," 37-66. ","","","","","","","",""
"937","4aha1991"," D. W. Aha, D. Kibler & M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning"," 6(1) "," 37-66. ","","","","","","","",""
"938","4aha1991"," David W. Aha, Dennis Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"939","4aha1991"," Aha, D., Kibler, D., and Albert, M. ","Instance-based learning algorithms. "," Machine Learning, "," 6: "," 37-66. ","","","","","","","",""
"940","4aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based Learning Algorithms. "," Machine Learning ","6 "," 37-66. ","","","","","","","",""
"941","4aha1991"," Aha, D. W.; Kibler, D.; and Albert, M. K. "," Instance-based learning algorithms. "," Machine Learning"," 6 "," 37-66. ","","","","","","","",""
"942","4aha1991"," D Aha, D Kibler, and M Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"943","4aha1991"," D W Aha, D Kibler, and M K Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"944","4aha1991"," D. Aha, D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"945","4aha1991"," D. Aha, D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"946","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"947","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"948","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"949","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"950","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"951","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"952","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"953","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"954","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"955","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"956","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instancebased learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"957","4aha1991"," D.W. Aha, D. Kibler, and M.K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"958","4aha1991"," D.W. Aha, D. Kibler, and M.K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"959","4aha1991"," D.W. Aha, D. Kibler, and M.K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"960","4aha1991"," David W. Aha, Dennis Kibler, and Marc K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"961","4aha1991"," David W. Aha, Dennis Kibler, and Marc K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"962","4aha1991"," David W. Aha, Dennis Kibler, and Marc K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"963","4aha1991"," D. W. Aha, D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6:","37 -66,","","","","","","","",""
"964","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"965","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"966","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"967","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"968","4aha1991"," D.W. Aha, D. Kibler and M.K. Albert ",". Instance-Based Learning Algorithms. "," Machine Learning, "," 6 "," 37-66. ","","","","","","","",""
"969","4aha1991"," D. Aha and D. Kibler. "," Noise-tolerant instance-based learning algorithms. ","Machine Learning, "," 8:","794-799,","","","","","","","",""
"970","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"971","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"972","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"973","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"974","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"975","4aha1991"," David W. Aha, Dennis Kibler, and Marc K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"976","4aha1991"," D W Aha, D Kibler, and M K Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"977","4aha1991"," D. Aha, D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6: "," 37-66, ","","","","","","","",""
"978","4aha1991"," D. W. Aha, D. Kibler, and J. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"979","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"980","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"981","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"982","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"983","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"984","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"985","4aha1991"," David W. Aha, Dennis Kibler, and Marc K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"986","4aha1991"," David W. Aha, Dennis Kibler, and Marc K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"987","4aha1991"," Aha, D., Kibler, D., and Albert, M., ","   Instance-Based Learning Algorithms, "," Machine Learning, "," 6, "," 37-66, ","","","","","","","",""
"988","4aha1991"," Aha, D., Kibler, D., and Albert, M. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"989","4aha1991"," Aha, D., Kibler, D., and Albert, M. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"990","4aha1991"," Aha, D., Kibler, D., and Albert, M. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6(1) "," 37-66, ","","","","","","","",""
"991","4aha1991"," D. Aha, D. Kibler and M. Albert. "," Instance-Based Learning Algorithms. "," Machine Learning, "," 6, "," 37-66, ","","","","","","","",""
"992","4aha1991"," D. Aha, D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"993","4aha1991"," D. W. Aha, D. Kibler, and M. K. Al-bert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"994","4aha1991"," D. W. Aha, D. Kibler, and M. K. Al-bert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"995","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"996","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"997","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"998","4aha1991"," David W. Aha, Dennis Kibler, and Marc K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6(1), ","","","","","","","","",""
"999","4aha1991"," David W. Aha, Dennis Kibler, and Mark K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"1000","4aha1991"," David W. Aha, Dennis Kibler, and Mark K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"1001","4aha1991"," D. W. Aha, D. Kibler, and M. K. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6 "," 37-66, ","","","","","","","",""
"1002","4aha1991"," D.W. Aha, D. Kibler, and M.K. Albert, "," Instance-based learning algorithms, "," Machine Learning, "," 6, "," 37-66, ","","","","","","","",""
"1003","4aha1991"," D.W. Aha, D. Kibler, and M.K. Albert, "," Instance-based learning algorithms. "," Machine Learning, "," 6, "," 37-66. ","","","","","","","",""
"1004","4aha1991"," Aha, D., Kibler, D., & Albert, M. "," Instance-based learning algorithms. "," Machine Learning, "," 6, "," 37-66. ","","","","","","","",""
"1005","4aha1991"," D. Aha, D. Kibler, and M. Albert. "," Instance-based learning algorithms. "," Machine Learning, "," 6: 3766, ","","","","","","","","",""
"1006","4conery19xx"," Kibler, D. and Conery, J. "," Parallelism in AI Programs. ","","","","","","","",""," Irvine Computational Intelligence Project, Information and Computer Science Department, University of California, Irvine. ","",""
"1007","4conery1983"," John S. Conery and Dennis F. Kibler. "," AND parallelism in logic programs. ","",""," pages 539-543, ",""," In Proceedings of International Joint Conference on Artificial Intelligence, ",""," William Kaufmann, Los Altos. ","","",""," Karlsruhe, Germany,"
"1008","4conery1985"," J.S. Conery and D.F. Kibler. "," And parallelism and nondeterminism in logic programs. "," New Generation Computing, "," 3 "," 43-70, ","","","","","","","",""
"1009","4conery1985a"," J. S. Conery and D. F. Kibler. "," Parallelism in ai programs. ","",""," pages 53-56, ",""," In Proceedings of International Joint Conference on Artificial Intelligence, ","","","","","",""
"1010","4conery1985"," J.S. Conery and D.F. Kibler. "," And parallelism and nondeterminism in logic programs. "," New Generation Computing, "," 3 "," 43-70, ","","","","","","","",""
"1011","4aha1991"," Aha DW, Kibler D, Albert MK. "," Instance-based Learning Methods, "," Machine Learning"," 6: "," 37-66. ","","","","","","","",""
"1012","4kibler1981"," D. Kibler and P. Morris. "," Don't be stupid. ","",""," pages 345-347, ",""," In Proceedings of the Seventh International Joint Conference on Artificial Intelligence, ","","","","","",""
"1013","4kibler1985"," Dennis Kibler. "," Natural generation of heuristics by transforming the problem representation. ","","","","","","","",""," Department of Computer Science, University of California at Irvine, ","",""
"1014","4kibler1985"," Kibler, D. "," Natural Generation of Heuristics by Transforming the the Problem Representation. ","","","","","","","",""," University of California, Irvine, CA, ","",""
"1015","4porter1986"," B. Porter and D. Kibler. "," Experimental goal regression: A method for learning problem-solving heuristics. "," Machine Learning, "," 1 "," 249-286, ","","","","","","","",""
"1016","4aha1987"," Kibler, D. and Aha, D. "," Learning representative exemplars of concepts: An initial case study. ","",""," pages 24-30, ",""," In Proc. of the 4 th International Workshop on Machine Learning, ","","","","",""," Irvine, CA. "
"1017","4aha1987"," Dennis Kibler and David W. Aha. "," Learning representative exemplars of concepts: An initial case study. ","","","",""," In Proceedings of the 4 th International Workshop on Machine Learning, ","","","","",""," Irvine, CA, "
"1018","4aha1987"," Dennis Kibler and David W. Aha. "," Learning representative exemplars of concepts: An initial case study. ","","","",""," In Proceedings of the 4 th International Workshop on Machine Learning, ","","","","",""," Irvine, CA, "
"1019","4kibler1988"," Kibler, D. and Langley, P., "," Machine Learning as an Experimental Science. ","",""," pages 81-92, ","","",""," Turing Institute, Pitman. "," editor,In Sleeman, D., ","",""," Glasgow, UK. "
"1020","4kibler1988"," Kibler, D., and Langley, P. "," Machine learning as an experimental science. "," Machine Learning, "," 3(1), "," 5-8. ","","","","","","","",""
